time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
5.0399999999999805,-26.09393921085072,-25.49687398183526,0.0,4.301542246946838,1.3836915694095495,0.0,-21.845144544785157,-13.534878890706795,-14.957396311025038,-1.1781856518700597,0.3329115754530101,0.0,880.921642470807,880.4461928098285,880.8654331014936,879.7328400799917,1,570.3287577548869
5.0399999999999805,31.683481497784648,-96.200389413692,58.345960029717766,4.091561989344893,5.904955347468217,0.0,10.018663881585292,-29.935756166637084,-10.643385403134923,-0.3328195701563953,-0.13316969334143156,0.0,899.8125887946618,900.3350840093649,899.9482904341627,899.9027121378871,2,549.0314285731384
1.8600000000000012,-18.202322593960137,-19.827191199227602,0.0,1.7917888202610417,1.0075548760670543,0.0,-29.84329880666207,-10.209556908305185,-18.820440826060874,-1.9947728312262198,0.576188976980671,0.0,900.1440284495618,900.0345369458007,900.057150654062,899.4013343437678,3,210.48800272158616
2.0400000000000014,-26.27954267652812,-18.50104832083389,0.0,1.5833771743411624,0.9450631339726092,0.0,-35.864758380928635,-8.531607025158758,-18.648198753392755,-1.6987797705924732,0.3751531948577659,0.0,899.9995779206532,899.6308450462861,899.9413495592003,900.1129023269712,4,230.7101327099851
4.919999999999983,-54.048250474326,-103.09890200285636,0.0,3.1162489609879334,1.0939154737187158,0.0,-20.539969432605208,-18.093149793305088,-28.53857760740435,-0.3423922941242615,0.1810189211607937,0.0,900.8835276953006,899.9805723076046,900.6110768939277,900.1614505844885,5,535.7882241706768
5.0399999999999805,5.1636584514072,-81.28355786110083,98.00043724726035,3.174660088752418,5.289672748600234,0.0,7.2140280301524635,-36.432373918297195,3.40919203005429,-28.8191738821172,-0.3856606892642204,0.0,900.0298859742802,899.640123806167,900.4858304150233,-0.25047862405292565,6,550.734604735638
0.9600000000000005,0.05832910879718192,1.0963310894398606,0.0,5.97511454249718,6.249978443311496,0.0,0.33683731649142246,2.7951087367498535,-4.59267030244378,-28.829079447531715,-0.04180800251023725,0.0,900.1315873623649,900.2403473542361,899.8077768532106,-0.2008271791282105,7,109.07213444840582
0.8400000000000004,-0.14060736996972734,2.2548933390627393,0.0,3.564723352479753,0.0721883833625947,0.0,-0.6959032718822612,2.4344765889784723,-3.5069624140524684,-28.831475143354783,0.1659503442258875,0.0,899.4580376655784,900.0362668914612,899.9601378282644,-0.08649999962758353,8,95.40661059623906
0.8400000000000004,0.007602297771205339,2.388134953082732,0.0,3.5671204723064136,6.259348252459084,0.0,0.1055415154045628,2.603410974397236,-3.537332519508404,-28.841497814590333,-0.0985210306780979,0.0,900.3535025271931,900.3543716832476,900.2328236085025,-0.42651470761117755,9,95.40411561028576
0.8400000000000004,-0.013089006700882278,2.438246644187551,0.0,3.5868063723307433,6.268708968453602,0.0,0.04558635558126006,2.69054554169536,-3.573321761782987,-28.822237346497516,-0.01835717130599635,0.0,899.1632314187233,899.886985498328,899.5903600322188,-0.31140674710464555,10,95.4018868330088
0.8400000000000004,-0.0013728644719135242,2.4647531626193127,0.0,3.6157548399386243,6.277581866904594,0.0,0.02920719518800326,2.758755838661774,-3.6459297146831036,-28.820041917442914,0.005659308185616192,0.0,899.6363346109123,900.0213023109702,899.358741792557,-0.43354770253728553,11,95.4004593315633
0.8400000000000004,-0.009000820895502987,2.2927729068209595,0.0,3.5773373031883757,6.279947729065286,0.0,-0.006831976531599412,2.4922442682842045,-3.5226321382728405,-28.825134108057018,-0.0057853633152195865,0.0,899.6687102566227,899.9463759733761,899.8383883259623,-0.015098184946796434,12,95.40677117089889
0.9000000000000005,0.06791862399150726,1.8022990211379348,0.0,1.6814854743813195,6.251655196122014,0.0,0.31644979293610465,2.1443175934506513,-5.65813998463138,-28.82310365257231,-0.05594444679800693,0.0,899.8362810773849,900.3652431787773,899.6232098380463,6.930219761956267,13,102.23493216226676
0.36000000000000004,-0.0044425182410489355,0.38020146712813757,0.0,5.8072726045111605,0.011128956859644212,0.0,-0.05208007582890093,4.592602131131172,-3.3134110809857784,-22.390138204602685,0.049965432499361744,0.0,900.1851731142959,900.1636739015848,899.8326027894101,600.3803392209584,14,40.900593922398116
0.3,0.001076362163910005,-0.9644246880270827,0.0,1.1196613221888922,6.280613819798138,0.0,0.012859096208703284,-5.77056347413784,-2.7372356387815127,-18.76761857409636,-0.010705548458148244,0.0,900.0189148571355,899.8818049509383,899.6788011765922,519.9517817981678,15,34.07870500759407
0.6000000000000002,-0.00866802500965624,-2.324468514799017,0.0,3.3463297710176896,0.00447634275702935,0.0,-0.04220067465963548,-9.77155826553077,-8.045200296476326,-23.489556416805286,0.014097015903754244,0.0,899.9626290058839,899.6765368803434,899.9598612906492,419.2623865218978,16,68.14895737705382
0.48000000000000015,-0.017667758661546372,-3.325428244386834,0.0,1.3317285733015858,0.02006412097104704,0.0,-0.13344542123839032,-11.968105008416144,-2.28602962348573,-18.94476502713942,0.06553470152358588,0.0,900.1035027797997,900.0229561746554,899.9169769807256,525.0197427246139,17,54.50567252296637
0.23999999999999996,-0.0002351223936136864,-0.402448176706717,0.0,2.8270793616803473,0.0015353122593690927,0.0,-0.00404407424746364,-2.985461063632815,-8.94464707565431,-7.322436344684924,0.02404237522925671,0.0,899.4161954092922,900.0163063719892,899.9998779670866,870.2568778966756,18,27.26630069573256
