time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-5.64125056832258e-07,-2.861877548830985e-07,0.6086568795705981,6.283074147994931,0.00014343721488785377,0.0,-5.142975458236124e-05,-3.231024941205877e-05,2.3304452111077607,-0.00584305304200526,0.006788495117578463,0.0,899.8903658293963,900.1650232339466,900.1089138958022,899.8724992017969
0.12000000000000001,-2.3173332690712588e-05,-1.7369948929382015e-05,0.8178017506236859,6.28276665604055,0.00068434624291136,0.0,-0.000904896901725491,-0.000676591145043665,4.634757387157547,-0.0037256810047290837,0.013133357262680272,0.0,899.9986448613781,900.2552258204516,900.0712630937217,900.1570491644168
0.18,-0.00014811958761258464,-9.662262500613553e-05,1.1636233646334193,6.282699811482285,0.0014147254278107368,0.0,-0.0035692082542161446,-0.002019294088315683,6.881989225777064,0.003655836534895892,0.010179413227660968,0.0,900.1660132657595,900.0462667226404,900.0639136948579,900.3626268387015
0.23999999999999996,-0.0004893944784137246,-0.00025363054360561595,1.641867583850779,6.283185093193065,0.002145378043274526,0.0,-0.008057399216331196,-0.003060483427653417,9.045015674593058,0.015736947415183094,0.015901214509168034,0.0,899.9952541451893,900.2266220077751,900.2113541634101,900.6999664412801
0.3,-0.0011584436704171223,-0.0004233885103774798,2.2467365701016413,0.0009784667273677883,0.0032199727775594766,0.0,-0.014598779890137666,-0.0022272380706313535,11.099674655646611,0.01743611112705929,0.021651778747266842,0.0,900.1337362599261,900.3662066744913,900.3508260112906,900.4193398658158
0.36000000000000004,-0.0022988331365488956,-0.00046810103485655586,2.971130623654339,0.00201708826133018,0.004879805040014951,0.0,-0.023899356491501548,0.0010987464417108424,13.026833639554797,0.017057657913225964,0.03757454413445706,0.0,900.0039478331273,900.6480714456324,900.210604186265,900.1950437328605
0.4200000000000001,-0.004114855570372556,-0.0002436953070781126,3.8069526771476854,0.003095182363756166,0.007573450285208949,0.0,-0.03739330840471651,0.006700193669317496,14.812414494530566,0.019729907027074944,0.05653469524879554,0.0,899.7355565653141,900.5030746317002,899.9476721258139,900.0556103988671
0.48000000000000015,-0.006912581160133157,0.00038172302988534744,4.7454722089344905,0.004371897043762729,0.011385120149358663,0.0,-0.056867540169106154,0.014474965421456758,16.44932821878849,0.02420871499951007,0.07474576410089126,0.0,899.7945177673861,900.5323571620321,899.6367240245934,899.8178582320509
0.5400000000000001,-0.011095487592818577,0.0015420431954067588,5.777681979702089,0.005960096447726215,0.01652077018157705,0.0,-0.0837741813061864,0.02456125860153469,17.935354928984616,0.0306468765589538,0.1013726291300558,0.0,899.3252028356201,900.4053076243312,899.8200712585112,900.0805184244614
0.6000000000000002,-0.017156207440127896,0.003382762212685755,6.894555476356783,0.007564190688527539,0.023294370845451162,0.0,-0.11970646400213333,0.0371476420013372,19.271967070577784,0.017462990985912894,0.12938197724630165,0.0,899.2908708370027,900.4292358603141,900.120512212145,899.5863641496767
