time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,2.217528450348223e-08,1.0475327156451639e-07,10.002153683889482,0.00012066978213276514,6.282821196909573,0.0,1.4466768492198422e-05,9.664661745114532e-06,0.07178701218171162,0.005757525535497305,-0.022379568630996455,0.0,428.62591461534004,426.72017358356175,427.7911520945421,428.2810004307738
0.12000000000000001,1.304769724950587e-05,4.341054091196766e-06,10.008610239357093,0.00046499344217210137,6.281449414838566,0.0,0.0005524534093518082,0.00016527818389981778,0.1434244763347585,0.005701103968758347,-0.023847819247667084,0.0,427.7637224428472,427.63863396774696,427.93533660050633,427.93043829335016
0.18,9.254156978818347e-05,2.6847482139120236e-05,10.02267189121248,0.0011185652529013268,6.279765448391521,0.0,0.0022730593937533156,0.0006435855116382855,0.3252619537259599,0.019654037044112175,-0.03822325624110617,0.0,462.84142735477747,461.70864507498436,461.52608557763705,462.6257291170115
0.23999999999999996,0.00030749513392145414,9.288279449313163e-05,10.044947721304407,0.0024327173512146416,6.277173004703503,0.0,0.005135668318550189,0.0016835879268228865,0.4172347880784284,0.026057397838276142,-0.05572462878593953,0.0,434.37498487683143,432.9038907620966,435.04056996513765,435.57634356114613
0.3,0.0007631590269175997,0.0002550735096628351,10.074556090887201,0.004493439966582358,6.273561710358024,0.0,0.0104322549428888,0.003925583516358969,0.5696433356245751,0.047195129499649435,-0.07107430427535662,0.0,454.3282268318596,453.09348002471296,452.31204840758613,454.0113477514807
0.36000000000000004,0.0016161838311776434,0.00060012122640868,10.112920879664715,0.007090749467585589,6.2696298145582645,0.0,0.018441116545414575,0.007869908387490344,0.709099794646688,0.03403436744024933,-0.056275999494394074,0.0,448.480238481068,449.6771984028421,450.6914871691557,449.6276778170468
0.4200000000000001,0.0029586129250646844,0.0011970805332755042,10.154472770411644,0.009470736121467205,6.266646198952859,0.0,0.026566470571114963,0.012212360855676537,0.6759783890702805,0.04904924135767477,-0.03909333887296232,0.0,392.15585991220433,393.7464697891073,392.2566096932558,393.64929850750974
0.48000000000000015,0.004914860918720971,0.002143683471204865,10.1987083908848,0.012588757914308246,6.264114828745457,0.0,0.03889637080869064,0.019660029168470615,0.7984562140710122,0.05724133545175918,-0.049237415271331506,0.0,445.35348206740275,444.52211843924863,443.7431828390433,444.41680262843965
0.5400000000000001,0.0077505393413772545,0.003661656481874857,10.254537903840303,0.01609197605031376,6.260776746196152,0.0,0.05601327751391301,0.031374274843300916,1.062305666359453,0.06058417527346986,-0.07321292972130085,0.0,487.76904331716867,485.9735002684314,486.73264311435486,486.9847661721358
0.6000000000000002,0.011633983711716091,0.005921231390966451,10.323116978119813,0.019470069820604508,6.2562854005538,0.0,0.0739241770338791,0.04433337259826092,1.2234852286610807,0.045957411056835755,-0.07836024373372853,0.0,457.2757048821444,456.8612939372706,457.78972682677306,456.6265391176957
0.6600000000000003,0.016726174359316115,0.009053772221293424,10.402510444680384,0.02233659808875732,6.2511774678672865,0.0,0.0963748844340539,0.060408062069917626,1.4227127433494822,0.05118289739561182,-0.10425013398810852,0.0,469.4288607979946,467.409852526716,469.2778482032683,469.68449576654456
0.7200000000000003,0.02323625600622759,0.013182199116549416,10.492175404096958,0.02604748353882247,6.2456629332593145,0.0,0.12125141821873514,0.07757500904893917,1.5659015139486343,0.07742988974864128,-0.07457814779648517,0.0,451.90473181959686,454.2825709588766,451.0108566996143,453.1281109223661
0.7800000000000004,0.03140334006009873,0.01846211934805258,10.591714262435461,0.030594228618105568,6.241137702134047,0.0,0.15149021516528177,0.09894181314931837,1.7517562099964472,0.07225643501914386,-0.07715980948013991,0.0,466.39275064513913,466.1869037191934,465.87434326723616,465.47391998277516
0.8400000000000004,0.04125652043453783,0.02495737314456926,10.696948017712424,0.035171134495778134,6.2362115340702395,0.0,0.1773657782940661,0.11795780056262119,1.7559946978090146,0.08330991489917186,-0.09448162791334165,0.0,409.03694170529417,407.48521652302026,408.8931403636607,409.8817021682422
